Lemma,PoS,Cons,Freq(ipm),Length
разделочный,a,РЗДЛЧН,0.8,11
раздробленный,a,РЗДРБЛНН,0.9,13
раздраженный,a,РЗДРЖНН,2,12
раздражительный,a,РЗДРЖТЛН,2,15
раздражающий,a,РЗДРЖЩ,1.7,12
раздирающий,a,РЗДРЩ,0.5,11
раздетый,a,РЗДТ,1.6,8
раздутый,a,РЗДТ,1.4,8
разодетый,a,РЗДТ,0.8,9
раздаточный,a,РЗДТЧН,0.8,11
резкий,a,РЗК,63.2,6
резковатый,a,РЗКВТ,0.5,10
разливной,a,РЗЛВН,0.5,9
разлагающий,a,РЗЛГЩ,0.5,11
аэрозольный,a,РЗЛН,1.2,11
разлапистый,a,РЗЛПСТ,1,11
разлитой,a,РЗЛТ,0.5,8
резолютивный,a,РЗЛТВН,0.9,12
результирующий,a,РЗЛТРЩ,1.5,14
результативный,a,РЗЛТТВН,3,14
различимый,a,РЗЛЧМ,5.1,10
различный,a,РЗЛЧН,205.5,9
разумный,a,РЗМН,34.5,8
разменный,a,РЗМНН,0.8,9
размерный,a,РЗМРН,0.8,9
размеренный,a,РЗМРНН,3.5,11
арзамасский,a,РЗМССК,0.7,11
размытый,a,РЗМТ,4.8,8
размашистый,a,РЗМШСТ,2.9,11
разный,a,РЗН,352.6,6
резной,a,РЗН,7.7,6
резаный,a,РЗН,1.4,7
разнообразный,a,РЗНБРЗН,37.6,13
разнообразнейший,a,РЗНБРЗНШ,0.9,16
резиновый,a,РЗНВ,18.7,9
разновозрастной,a,РЗНВЗРСТН,0.8,15
разноголосый,a,РЗНГЛС,0.7,12
разнузданный,a,РЗНЗДНН,1.4,12
разнокалиберный,a,РЗНКЛБРН,1.3,15
разномастный,a,РЗНМСТН,1.8,12
резонный,a,РЗНН,1.5,8
урезанный,a,РЗНН,0.9,9
эрозионный,a,РЗНН,0.7,10
разнонаправленный,a,РЗННПРВЛНН,0.7,17
резонансный,a,РЗННСН,1.8,11
разноплеменный,a,РЗНПЛМНН,0.5,14
разноплановый,a,РЗНПЛНВ,0.6,13
разноуровневый,a,РЗНРВНВ,0.5,14
разнородный,a,РЗНРДН,4,11
разноречивый,a,РЗНРЧВ,0.6,12
рязанский,a,РЗНСК,6.6,9
разносторонний,a,РЗНСТРНН,2.6,14
разноцветный,a,РЗНЦВТН,19.3,12
розничный,a,РЗНЧН,13.6,9
разношерстный,a,РЗНШРСТН,1.8,13
резервный,a,РЗРВН,7.3,9
разрывной,a,РЗРВН,1.3,9
разрядный,a,РЗРДН,1.3,9
разреженный,a,РЗРЖНН,1.2,11
разрозненный,a,РЗРЗННН,5.3,12
разъяренный,a,РЗРНН,2.5,11
разорительный,a,РЗРТЛН,0.6,13
разрешимый,a,РЗРШМ,1.1,10
разрушительный,a,РЗРШТЛН,8,14
разрешительный,a,РЗРШТЛН,1.8,14
разрешающий,a,РЗРШЩ,1.7,11
розыскной,a,РЗСКН,1.3,9
разъяснительный,a,РЗСНТЛН,1.2,15
резистентный,a,РЗСТНТН,0.5,12
разительный,a,РЗТЛН,2.4,11
разухабистый,a,РЗХБСТ,0.7,12
разочарованный,a,РЗЧРВНН,0.8,14
разящий,a,РЗЩ,0.9,7
яркий,a,РК,93.9,5
юркий,a,РК,2.2,5
роковой,a,РКВ,18.9,7
раковый,a,РКВ,3.4,7
руководимый,a,РКВДМ,2.8,11
руководящий,a,РКВДЩ,14.7,11
ярко-голубой,a,РКГЛБ,0.7,12
ярко-желтый,a,РКЖЛТ,1.7,11
ярко-зеленый,a,РКЗЛН,1.5,12
ярко-красный,a,РККРСН,3.8,12
рекламный,a,РКЛМН,41.6,9
рекомбинантный,a,РКМБННТН,6.4,14
райкомовский,a,РКМВСК,0.7,12
рекомендательный,a,РКМНДТЛН,1.6,16
юркин,a,РКН,1,5
рок-н-ролльный,a,РКНРЛЛН,0.5,14
рукописный,a,РКПСН,4.3,10
рукопашный,a,РКПШН,7.2,10
рекордный,a,РКРДН,5.8,9
ярко-розовый,a,РКРЗВ,0.6,12
ярко-оранжевый,a,РКРНЖВ,0.7,14
рекреационный,a,РКРЦНН,1.7,13
иракский,a,РКСК,11.8,8
аэрокосмический,a,РКСМЧСК,1.6,15
ярко-синий,a,РКСН,1.4,10
рукастый,a,РКСТ,0.5,8
оркестровый,a,РКСТРВ,2.6,11
реактивный,a,РКТВН,8.1,10
рукотворный,a,РКТВРН,2.3,11
ракетный,a,РКТН,22.7,8
ракетно-ядерный,a,РКТНДРН,1.1,15
ракетно-космический,a,РКТНКСМЧСК,1.9,19
ракетно-артиллерийский,a,РКТНРТЛЛРСК,0.5,22
ректорский,a,РКТРСК,0.6,10
иркутский,a,РКТСК,18.3,9
арктический,a,РКТЧСК,3.9,11
реакционный,a,РКЦНН,6.4,11
рокочущий,a,РКЧЩ,0.7,9
рулевой,a,РЛВ,4.8,7
ролевой,a,РЛВ,2.2,7
релевантный,a,РЛВНТН,0.7,11
орловский,a,РЛВСК,4.4,9
религиозный,a,РЛГЗН,59.4,11
религиозно-этический,a,РЛГЗНТЧСК,0.5,20
религиозно-философский,a,РЛГЗНФЛСФСК,1.1,22
реологический,a,РЛГЧСК,0.7,13
урологический,a,РЛГЧСК,0.6,13
реализованный,a,РЛЗВНН,1.8,13
роликовый,a,РЛКВ,1.5,9
релаксационный,a,РЛКСЦНН,0.5,14
реликтовый,a,РЛКТВ,1.9,10
раллийный,a,РЛЛН,0.6,9
реальный,a,РЛН,153.8,8
орлиный,a,РЛН,2.3,7
оральный,a,РЛН,1.8,8
ирландский,a,РЛНДСК,4,10
рулонный,a,РЛНН,0.7,8
рельсовый,a,РЛСВ,1.7,9
уральский,a,РЛСК,13.9,9
аральский,a,РЛСК,0.6,9
реалистичный,a,РЛСТЧН,1.9,12
реалистический,a,РЛСТЧСК,5.2,14
релятивистский,a,РЛТВСТСК,1.7,14
риэлторский,a,РЛТРСК,1.3,11
риэлтерский,a,РЛТРСК,0.5,11
рельефный,a,РЛФН,2.2,9
реляционный,a,РЛЦНН,1.4,11
ромбовидный,a,РМБВДН,0.8,11
румяный,a,РМН,8.5,7
яремный,a,РМН,0.8,7
романовский,a,РМНВСК,0.8,11
ременный,a,РМНН,1.2,8
романный,a,РМНН,1.2,8
армянский,a,РМНСК,13.3,9
румынский,a,РМНСК,4.6,9
романский,a,РМНСК,2,9
раменский,a,РМНСК,1.3,9
ремонтный,a,РМНТН,7.4,9
ремонтно-строительный,a,РМНТНСТРТЛН,0.6,21
романтичный,a,РМНТЧН,3.8,11
романтический,a,РМНТЧСК,20.8,13
румянцевский,a,РМНЦВСК,0.5,12
армированный,a,РМРВНН,0.5,12
ярмарочный,a,РМРЧН,1.1,10
римский,a,РМСК,25,7
армейский,a,РМСК,23.3,9
арамейский,a,РМСК,0.8,10
римско-католический,a,РМСККТЛЧСК,0.8,19
ремесленный,a,РМСЛНН,2.4,11
эрмитажный,a,РМТЖН,0.5,10
ароматный,a,РМТН,5,9
арматурный,a,РМТРН,0.5,10
ароматический,a,РМТЧСК,3.1,13
рамочный,a,РМЧН,1.6,8
юрин,a,РН,1.5,4
рьяный,a,РН,1.2,6
оренбургский,a,РНБРГСК,5.5,12
урановый,a,РНВ,1.2,8
ерундовый,a,РНДВ,0.6,9
арендный,a,РНДН,6,8
оранжевый,a,РНЖВ,15.6,9
оранжерейный,a,РНЖРН,0.5,12
ранимый,a,РНМ,2,7
орнаментальный,a,РНМНТЛН,0.7,14
реанимационный,a,РНМЦНН,1.3,14
ранний,a,РНН,225.7,6
районный,a,РНН,29.4,8
раненый,a,РНН,9.7,7
раннехристианский,a,РННХРСТНСК,0.6,17
иранский,a,РНСК,5.1,8
рейнский,a,РНСК,0.7,8
ренессансный,a,РНССНСН,1.8,12
рентабельный,a,РНТБЛН,2.9,12
рентгеновский,a,РНТГНВСК,6.8,13
рентгеноструктурный,a,РНТГНСТРКТРН,0.9,19
рентный,a,РНТН,2.1,7
ориентированный,a,РНТРВНН,3.4,15
ориентировочный,a,РНТРВЧН,1.9,15
рыночный,a,РНЧН,43.8,8
ироничный,a,РНЧН,4.7,9
иронический,a,РНЧСК,5.9,11
репликативный,a,РПЛКТВН,0.5,13
репродуктивный,a,РПРДКТВН,2.2,14
репрезентативный,a,РПРЗНТТВН,1.3,16
репрессивный,a,РПРССВН,2.7,12
аэропортовский,a,РПРТВСК,0.5,14
репертуарный,a,РПРТРН,1.9,12
репортерский,a,РПРТРСК,0.7,12
репетиционный,a,РПТЦНН,2.2,13
репчатый,a,РПЧТ,2.5,8
ирреальный,a,РРЛН,0.7,10
раритетный,a,РРТТН,0.7,10
иерархический,a,РРХЧСК,7.1,13
иррациональный,a,РРЦНЛН,4.5,14
русый,a,РС,7,5
расовый,a,РСВ,5,7
рисовый,a,РСВ,2.8,7
рейсовый,a,РСВ,1.9,8
русоволосый,a,РСВЛС,0.9,11
юрисдикционный,a,РСДКЦНН,0.7,14
райский,a,РСК,7.7,7
арийский,a,РСК,1.3,8
юрский,a,РСК,1,6
рисковой,a,РСКВ,1.6,8
рисковый,a,РСКВ,0.6,8
рискованный,a,РСКВНН,9.8,11
раскованный,a,РСКВНН,1.8,11
раскидистый,a,РСКДСТ,1.8,11
раскладной,a,РСКЛДН,1,10
раскаленный,a,РСКЛНН,3.6,11
раскрытый,a,РСКРТ,9.8,9
раскосый,a,РСКС,2.3,8
раскисший,a,РСКСШ,1.2,9
раскатистый,a,РСКТСТ,0.9,11
роскошный,a,РСКШН,27.3,9
рослый,a,РСЛ,7.1,6
ярославский,a,РСЛВСК,8.8,11
иерусалимский,a,РСЛМСК,3.5,13
русалочий,a,РСЛЧ,0.5,9
ресничный,a,РСНЧН,0.7,9
республиканский,a,РСПБЛКНСК,11.5,15
распадский,a,РСПДСК,0.8,10
респектабельный,a,РСПКТБЛН,4.3,15
расплывчатый,a,РСПЛВЧТ,4.8,12
расплывшийся,a,РСПЛВШС,1,12
располагающий,a,РСПЛГЩ,0.9,13
распределенный,a,РСПРДЛНН,4,14
распределительный,a,РСПРДЛТЛН,3.6,17
распорядительный,a,РСПРДТЛН,1.3,16
распрекрасный,a,РСПРКРСН,0.9,13
распространенный,a,РСПРСТРННН,2.8,16
респираторный,a,РСПРТРН,1.6,13
распоследний,a,РСПСЛДН,0.7,12
расписной,a,РСПСН,2.4,9
распутный,a,РСПТН,0.6,9
распущенный,a,РСПЩНН,1,11
ресурсный,a,РСРСН,3.9,9
ресурсосберегающий,a,РСРССБРГЩ,0.6,18
рассветный,a,РССВТН,1.7,10
рассудительный,a,РССДТЛН,2.6,14
рассудочный,a,РССДЧН,1.3,11
русский,a,РССК,530.5,7
русско-еврейский,a,РССКВРСК,0.5,16
русскоязычный,a,РССКЗЧН,7.6,13
русско-японский,a,РССКПНСК,1.2,15
русско-турецкий,a,РССКТРЦК,0.9,15
расслабленный,a,РССЛБЛНН,2.6,13
рассеянный,a,РССНН,7.1,10
россыпной,a,РССПН,1.5,9
рассыпчатый,a,РССПЧТ,1.3,11
рассерженный,a,РССРЖНН,0.6,12
реассортантный,a,РССРТНТН,1.1,14
российский,a,РСССК,644.6,10
российско-грузинский,a,РСССКГРЗНСК,0.5,20
российско-германский,a,РСССКГРМНСК,0.7,20
российско-украинский,a,РСССККРНСК,1.2,20
российско-китайский,a,РСССККТСК,1.1,19
российско-американский,a,РСССКМРКНСК,2.3,22
российско-японский,a,РСССКПНСК,0.9,18
российско-чеченский,a,РСССКЧЧНСК,0.8,19
росистый,a,РССТ,0.8,8
расстрельный,a,РССТРЛН,0.9,12
расстроенный,a,РССТРНН,3.5,12
расистский,a,РССТСК,1,10
ростовой,a,РСТВ,1.2,8
растворимый,a,РСТВРМ,3.3,11
реставрационный,a,РСТВРЦНН,1.8,15
ростовский,a,РСТВСК,10.8,10
аристократичный,a,РСТКРТЧН,0.6,15
аристократический,a,РСТКРТЧСК,4.3,17
растленный,a,РСТЛНН,0.7,10
яростный,a,РСТН,11.6,8
растянутый,a,РСТНТ,2.1,10
арестантский,a,РСТНТСК,2.1,12
растровый,a,РСТРВ,1.5,9
растроганный,a,РСТРГНН,0.7,12
растерзанный,a,РСТРЗНН,1.3,12
рестрикционный,a,РСТРКЦНН,0.6,14
растерянный,a,РСТРНН,6,11
ресторанный,a,РСТРНН,4.8,11
расторопный,a,РСТРПН,2.2,11
растрепанный,a,РСТРПНН,2.2,12
аристотелевский,a,РСТТЛВСК,0.5,15
растительный,a,РСТТЛН,16.8,12
расточительный,a,РСТЧТЛН,0.7,14
расходный,a,РСХДН,5,9
расхожий,a,РСХЖ,4,8
расхлябанный,a,РСХЛБНН,0.5,12
расхристанный,a,РСХРСТНН,0.9,13
расчетливый,a,РСЧТЛВ,3,11
расчетный,a,РСЧТН,11.3,9
расширенный,a,РСШРНН,4.8,11
расширительный,a,РСШРТЛН,1.1,14
расшитый,a,РСШТ,1.4,8
ретивый,a,РТВ,2,7
ротовой,a,РТВ,1.1,7
ортогональный,a,РТГНЛН,0.5,13
ортодоксальный,a,РТДКСЛН,3.6,14
артезианский,a,РТЗНСК,0.8,12
артиллерийский,a,РТЛЛРСК,12.6,14
ритуальный,a,РТЛН,8.6,10
артельный,a,РТЛН,1,9
ритмичный,a,РТМЧН,2.3,9
ритмический,a,РТМЧСК,3.9,11
ротный,a,РТН,2.1,6
ратный,a,РТН,1.9,6
рейтинговый,a,РТНГВ,3.7,11
рутинный,a,РТНН,3.6,8
ортопедический,a,РТПДЧСК,1.1,14
артериальный,a,РТРЛН,2.8,12
роторный,a,РТРН,0.9,8
ораторский,a,РТРСК,1.6,10
ретроспективный,a,РТРСПКТВН,1.7,15
риторический,a,РТРЧСК,4.3,12
артистичный,a,РТСТЧН,1.8,11
артистический,a,РТСТЧСК,6.3,13
ртутный,a,РТТН,4.2,7
роттердамский,a,РТТРДМСК,0.5,13
ротационный,a,РТЦНН,0.5,11
эротичный,a,РТЧН,0.6,9
эротический,a,РТЧСК,8.3,11
еретический,a,РТЧСК,1.4,11
ерофеевский,a,РФВСК,0.5,11
орфографический,a,РФГРФЧСК,1.1,15
рефлексивный,a,РФЛКСВН,1.1,12
рефлекторный,a,РФЛКТРН,1.2,12
рифленый,a,РФЛН,1.1,8
рифмованный,a,РФМВНН,0.7,11
арифметический,a,РФМТЧСК,3.6,14
рафинированный,a,РФНРВНН,2.2,14
реформистский,a,РФРМСТСК,0.5,13
реформаторский,a,РФРМТРСК,2.5,14
референтный,a,РФРНТН,0.8,11
ореховый,a,РХВ,3.4,8
